tenure,TotalCharges,SeniorCitizen,Contract_One year,Contract_Two year,InternetService_Fiber optic,InternetService_No,PaymentMethod_Electronic check,OnlineSecurity_Yes,PaperlessBilling,Churn
15,1400.3,1,0,0,1,0,1,0,1,0
8,411.6,0,0,0,0,0,0,1,1,0
35,741.0,0,1,0,0,1,0,0,0,0
56,5841.35,1,0,0,1,0,1,0,0,0
42,4512.7,0,0,0,1,0,0,0,1,1
65,5688.45,1,0,0,1,0,1,1,1,0
2,31.9,0,1,0,0,1,0,0,0,0
65,6674.65,1,1,0,1,0,1,1,1,0
18,1345.75,0,0,0,1,0,1,0,1,0
23,1843.05,0,1,0,0,0,1,1,1,0
4,196.95,0,0,0,0,0,0,0,1,1
70,1433.8,0,0,1,0,1,0,0,0,0
4,214.55,0,0,0,0,0,1,0,0,0
19,865.85,0,0,0,0,0,0,0,1,0
18,1358.6,0,0,0,1,0,1,0,0,0
38,3147.15,1,0,0,1,0,1,1,1,0
2,131.05,0,0,0,1,0,0,0,1,1
47,4535.85,0,1,0,1,0,0,1,0,0
52,1078.75,0,0,1,0,1,0,0,0,0
9,542.4,0,0,0,0,0,0,0,0,0
26,2312.55,0,1,0,0,0,0,1,1,0
8,415.05,0,0,0,0,0,1,0,1,1
44,3250.45,0,1,0,0,0,1,0,1,0
3,98.5,0,0,0,0,0,0,0,0,0
2,87.9,0,0,0,0,0,0,0,1,0
9,754.65,0,0,0,1,0,0,0,1,1
1,75.35,1,0,0,1,0,1,0,1,1
25,1952.25,0,0,0,1,0,0,1,0,0
2,153.8,1,0,0,1,0,1,0,1,0
43,3198.6,0,0,0,1,0,1,1,1,1
1,20.9,0,0,0,0,1,0,0,0,1
58,5610.15,0,1,0,1,0,1,0,1,0
59,4519.5,0,0,1,0,0,0,1,1,0
44,2440.25,0,1,0,0,0,1,1,1,0
66,6860.6,0,1,0,1,0,1,0,1,0
68,1377.7,0,0,1,0,1,0,0,0,0
9,190.25,0,0,0,0,0,1,0,1,0
19,1651.95,0,0,0,1,0,1,1,1,0
4,78.3,0,0,0,0,1,0,0,0,0
70,7939.25,0,0,1,1,0,0,1,1,0
1,44.9,0,0,0,0,0,0,0,1,0
8,576.7,0,0,0,1,0,1,0,1,0
53,1279.0,0,0,1,0,1,0,0,0,0
51,1260.7,1,1,0,0,1,0,0,0,0
11,267.35,0,0,0,0,1,0,0,0,0
60,6586.85,0,0,1,1,0,1,1,1,0
17,934.15,0,0,0,0,0,0,1,1,0
3,123.65,0,0,0,0,0,1,0,1,1
70,7534.65,0,1,0,1,0,0,1,1,1
1,19.45,0,0,0,0,1,0,0,0,0
43,3645.6,1,0,0,1,0,1,0,1,0
16,314.45,0,0,0,0,1,0,0,0,0
57,3053.0,0,1,0,0,0,1,1,0,0
37,677.05,0,1,0,0,1,0,0,0,0
72,7965.95,0,0,1,1,0,0,1,0,0
11,906.85,1,0,0,1,0,0,0,1,1
50,4888.7,1,0,0,1,0,1,0,1,1
5,237.25,1,0,0,0,0,1,0,0,1
1,74.6,0,0,0,1,0,0,0,1,1
16,342.4,0,0,0,0,1,0,0,1,1
2,140.1,1,0,0,1,0,1,0,1,0
17,1108.0,0,0,0,0,0,0,0,1,0
16,295.55,0,1,0,0,1,0,0,0,0
15,892.65,0,0,0,0,0,1,0,1,1
10,198.25,0,1,0,0,1,0,0,1,0
46,4822.85,0,1,0,1,0,0,1,1,1
64,6741.15,0,0,1,1,0,0,0,1,0
1,79.15,0,0,0,1,0,0,0,1,0
25,1355.45,0,1,0,0,0,0,0,0,0
71,7209.0,0,0,1,1,0,0,1,0,0
8,438.4,0,0,0,0,0,0,0,1,1
72,7726.35,0,0,1,1,0,0,1,1,0
49,2070.75,0,0,0,0,0,0,1,0,0
29,1636.95,0,1,0,0,0,0,1,1,0
72,7581.5,0,0,1,1,0,0,1,0,0
31,3019.5,0,0,0,1,0,1,0,0,1
50,4729.75,0,0,0,1,0,1,0,1,0
71,6126.1,0,0,1,0,0,1,1,0,0
70,6333.4,1,0,1,0,0,0,1,0,0
71,6687.85,0,1,0,1,0,0,1,0,0
61,4158.25,0,0,1,0,0,0,1,1,0
32,3183.4,0,0,0,1,0,1,0,1,1
1,79.6,0,0,0,1,0,1,0,1,1
68,7149.35,0,0,1,1,0,0,1,1,0
62,1429.65,0,0,1,0,1,0,0,0,0
7,472.65,0,0,0,1,0,1,0,1,0
20,1734.5,0,0,0,1,0,1,0,1,1
6,113.5,0,1,0,0,1,0,0,0,0
33,1884.65,1,0,0,0,0,0,1,1,0
28,2568.15,0,1,0,1,0,0,0,0,0
27,470.0,0,0,1,0,1,0,0,0,0
7,278.4,0,0,0,0,0,0,0,0,0
26,2088.8,0,0,0,1,0,1,0,1,1
5,502.6,1,0,0,1,0,1,0,1,1
30,2595.85,1,0,0,1,0,0,1,1,0
63,5825.5,0,1,0,1,0,0,0,0,0
1,50.75,0,0,0,0,0,1,0,1,1
53,4449.75,0,1,0,0,0,1,0,1,0
14,1208.35,0,0,0,1,0,0,0,1,1
21,1956.4,0,0,0,1,0,0,0,1,0
17,310.6,0,1,0,0,1,0,0,0,0
16,290.55,0,0,1,0,1,0,0,0,0
35,2096.1,0,0,0,0,0,1,0,1,0
32,2665.0,1,0,0,1,0,1,0,1,0
28,543.8,0,0,0,0,1,0,0,1,0
1,20.35,0,0,0,0,1,0,0,1,0
59,3005.8,0,0,0,0,0,1,0,1,0
72,1623.15,0,1,0,0,1,0,0,1,0
36,2498.4,0,1,0,0,0,0,0,1,1
40,2586.0,0,0,0,0,0,0,1,0,0
40,3292.3,0,0,0,1,0,1,0,1,0
9,651.4,0,0,0,0,0,0,0,1,1
63,4674.55,0,0,1,0,0,0,1,0,0
3,232.35,0,0,0,1,0,1,0,1,0
40,2448.5,0,1,0,0,0,0,0,0,0
8,658.1,0,0,0,1,0,0,1,1,0
34,3128.8,1,1,0,1,0,0,1,0,0
5,223.45,0,0,0,0,0,0,1,0,1
9,919.4,1,0,0,1,0,0,0,1,1
9,653.95,0,0,0,0,0,0,0,1,0
31,1825.5,0,0,0,0,0,0,0,0,0
50,943.1,0,1,0,0,1,0,0,1,0
2,181.65,0,0,0,1,0,1,1,1,1
1,45.65,0,0,0,0,0,1,0,1,1
8,551.35,0,0,0,1,0,0,0,1,1
9,359.4,0,0,0,0,0,1,0,0,0
2,115.95,1,0,0,1,0,0,0,1,1
3,165.2,0,0,0,0,0,1,1,0,1
25,2338.35,0,0,0,1,0,0,0,1,0
1,46.3,1,0,0,0,0,1,0,0,0
45,3541.1,0,0,0,0,0,0,1,0,0
51,4146.05,1,0,0,1,0,1,0,1,1
55,1087.25,0,0,0,0,1,0,0,0,0
38,2522.4,0,0,0,0,0,0,1,1,0
2,81.0,0,0,0,0,0,0,0,0,1
38,717.3,0,0,0,0,1,1,0,0,0
34,1734.2,0,0,0,0,0,1,0,1,0
70,7069.3,0,1,0,1,0,1,0,1,0
13,742.9,0,1,0,0,0,0,1,0,0
39,3017.65,0,0,0,1,0,1,0,0,1
61,6423.0,0,1,0,1,0,1,0,1,0
12,1164.3,0,0,0,1,0,0,0,1,1
41,4220.35,0,0,1,1,0,0,0,1,0
21,1558.7,0,0,0,1,0,1,0,1,0
55,2743.45,1,1,0,0,0,0,0,1,0
69,4055.5,0,0,1,0,0,0,1,0,0
26,2710.25,1,0,0,1,0,1,0,0,1
69,6055.55,1,1,0,1,0,0,1,0,0
18,810.7,1,0,0,0,0,1,0,1,1
47,2538.2,0,0,0,0,0,1,0,0,0
72,6129.2,0,0,1,0,0,0,1,0,0
33,1750.85,1,0,0,0,0,1,0,1,0
2,36.55,0,0,0,0,0,0,0,1,1
72,6652.45,0,0,1,0,0,0,1,0,0
37,2575.45,1,0,0,1,0,0,0,1,0
62,6019.35,1,0,0,1,0,0,0,1,0
71,1379.6,0,0,1,0,1,0,0,0,0
23,1284.2,0,0,0,0,0,0,0,1,0
16,296.15,0,1,0,0,1,0,0,0,0
9,653.25,0,0,0,0,0,0,1,1,0
17,412.6,0,0,1,0,1,0,0,1,0
4,85.5,0,0,0,0,1,0,0,0,1
1,49.55,1,0,0,0,0,1,1,1,1
24,1928.7,0,0,0,1,0,0,0,1,0
1,71.25,1,0,0,1,0,1,0,1,0
72,7845.8,1,0,1,1,0,0,1,0,0
72,1750.7,0,0,1,0,1,1,0,0,0
11,216.2,0,0,0,0,1,0,0,0,0
9,178.5,0,0,0,0,1,0,0,0,1
2,115.1,1,0,0,0,0,0,0,0,1
60,6029.0,1,1,0,1,0,0,0,1,0
29,2745.2,1,0,0,1,0,1,0,1,1
49,3721.9,0,0,1,0,0,0,0,1,0
30,3121.1,1,0,0,1,0,1,0,1,0
53,990.45,0,1,0,0,1,0,0,0,0
39,1004.35,0,0,1,0,1,0,0,0,0
9,157.65,0,0,0,0,1,0,0,0,0
39,3219.75,0,1,0,1,0,1,0,0,0
8,572.85,1,0,0,1,0,1,0,1,0
51,4554.85,0,1,0,1,0,1,0,1,0
71,1847.55,0,0,1,0,1,0,0,0,0
71,1766.75,1,0,1,0,1,0,0,1,0
70,1462.05,1,0,1,0,1,0,0,1,0
1,25.25,1,0,0,0,0,1,0,0,1
38,2193.2,0,0,1,0,0,0,1,1,0
28,2433.5,0,0,0,1,0,0,0,0,0
32,641.15,0,0,0,0,1,0,0,0,0
49,2398.4,1,0,1,0,0,0,0,0,0
37,861.85,0,0,1,0,1,0,0,1,0
10,583.0,0,0,0,0,0,1,0,0,0
67,7332.4,0,1,0,1,0,0,1,0,0
7,249.55,0,1,0,0,0,0,0,1,0
51,4475.9,0,1,0,1,0,0,0,0,0
9,416.45,0,0,0,0,0,1,0,0,1
9,788.6,0,0,0,1,0,0,0,1,0
4,202.3,0,0,0,0,0,0,0,1,0
71,6994.6,0,0,1,1,0,1,1,1,0
50,4116.15,0,0,0,1,0,0,0,1,1
24,2263.45,1,0,1,1,0,1,0,1,0
22,1374.35,0,1,0,0,0,0,1,1,0
44,4915.15,0,0,0,1,0,1,1,1,0
33,838.5,0,0,0,0,1,0,0,0,0
1,75.1,0,0,0,1,0,1,0,1,1
54,3715.65,0,1,0,0,0,0,0,1,1
42,4273.45,0,0,0,1,0,1,0,1,1
1,45.8,0,0,0,0,0,1,0,0,1
1,20.5,0,0,0,0,1,0,0,0,0
30,2044.75,0,1,0,0,0,1,1,0,0
1,30.55,0,0,0,0,0,0,0,0,0
16,1398.25,0,0,0,0,0,1,1,0,0
1,20.1,0,0,0,0,1,0,0,1,1
9,328.95,0,0,0,0,0,0,0,0,1
46,4680.05,1,0,0,1,0,1,0,1,1
1,69.1,0,0,0,1,0,1,0,1,1
71,3778.2,0,0,1,0,0,0,1,0,0
43,3161.4,0,0,0,1,0,0,0,1,0
50,2188.45,0,1,0,0,0,0,1,1,0
13,999.45,0,0,0,1,0,0,0,1,1
19,1888.65,0,1,0,1,0,0,0,0,1
41,3990.6,0,0,0,1,0,0,0,0,0
1,71.15,1,0,0,1,0,1,0,1,1
24,1240.25,0,0,0,0,0,0,0,1,1
40,2635.0,0,1,0,0,0,0,0,0,0
3,235.0,0,0,0,0,0,0,0,1,0
37,2347.85,0,1,0,0,0,0,1,0,0
67,7156.2,0,0,1,1,0,0,1,1,1
32,3089.6,0,0,0,1,0,1,0,1,0
6,270.8,0,0,0,0,0,1,0,1,1
32,2901.8,0,0,0,1,0,1,1,0,0
59,4949.1,0,0,0,1,0,1,0,1,0
30,2198.9,0,1,0,0,0,0,0,0,0
20,374.5,0,0,0,0,1,1,0,1,1
27,761.95,0,0,1,0,1,1,0,0,0
20,1520.9,1,0,0,1,0,1,1,1,1
9,190.25,0,1,0,0,1,0,0,0,0
68,5163.0,0,1,0,0,0,0,1,1,0
69,4059.85,0,0,1,0,0,0,1,0,0
26,2281.6,0,0,0,1,0,0,0,1,0
69,1356.7,0,0,1,0,1,0,0,0,0
11,231.45,0,0,1,0,1,0,0,0,0
1,50.75,0,0,0,0,0,0,0,0,0
10,242.4,0,1,0,0,1,0,0,0,0
55,4264.25,0,1,0,0,0,0,1,1,0
44,2774.55,0,1,0,0,0,1,1,0,0
46,3605.2,1,0,0,1,0,1,0,1,1
69,4069.9,0,0,1,0,0,0,1,1,0
11,874.2,1,0,0,1,0,1,0,1,0
11,1145.35,0,0,0,1,0,1,0,1,1
29,1323.7,0,0,0,0,0,0,0,0,0
57,5497.05,0,0,0,1,0,1,1,1,0
28,534.7,0,1,0,0,1,0,0,0,0
42,2455.05,0,0,0,0,0,0,1,0,0
2,38.7,0,0,0,0,1,0,0,0,1
23,947.4,0,1,0,0,0,0,1,0,0
18,357.0,0,0,0,0,1,0,0,0,0
62,1476.25,0,1,0,0,1,0,0,0,0
1,70.8,0,0,0,1,0,0,0,1,1
16,1448.6,0,0,0,1,0,0,0,1,1
3,291.9,0,0,0,1,0,1,0,1,1
67,5903.15,0,1,0,0,0,0,1,1,0
62,1201.65,0,0,1,0,1,0,0,1,0
57,5921.35,0,0,0,1,0,0,0,1,1
2,146.65,0,0,0,1,0,1,0,1,0
23,1759.4,0,0,1,0,0,0,1,1,0
25,844.45,0,0,1,0,0,0,1,0,0
72,7774.05,1,0,1,1,0,0,0,1,0
2,134.05,0,0,0,1,0,1,0,1,0
8,140.95,0,1,0,0,1,0,0,1,0
5,249.95,0,0,0,0,0,0,0,1,1
35,1701.65,0,0,0,0,0,1,0,0,0
24,592.65,0,1,0,0,1,1,0,0,0
2,135.75,0,0,0,1,0,1,0,1,0
72,7732.65,0,0,1,1,0,0,1,1,0
41,4282.4,0,0,0,1,0,1,1,1,0
4,219.65,0,0,0,0,0,1,1,0,1
26,2018.1,0,1,0,1,0,0,0,0,0
7,669.0,0,0,0,1,0,1,0,1,1
1,68.95,0,0,0,1,0,1,0,1,1
4,224.85,0,0,0,0,0,0,0,1,0
48,3771.5,0,0,1,0,0,0,0,0,0
2,196.75,1,0,0,1,0,1,0,1,1
12,943.85,1,1,0,0,0,1,1,1,0
60,6572.85,0,0,0,1,0,0,1,1,0
55,3175.85,0,0,1,0,0,1,1,1,0
1,29.15,0,0,0,0,0,0,0,0,0
1,20.05,0,0,0,0,1,0,0,0,0
4,318.9,0,0,0,1,0,1,0,1,1
1,24.45,0,0,0,0,0,0,0,1,1
42,2762.75,0,0,1,0,0,0,0,0,0
1,49.55,0,0,0,0,0,0,1,0,0
7,631.85,0,0,0,1,0,0,0,1,1
3,232.5,0,0,0,1,0,0,0,1,0
72,5919.35,0,0,1,0,0,0,1,1,0
15,749.25,0,0,0,0,0,1,0,1,0
4,307.4,0,0,0,1,0,1,0,1,1
11,245.15,0,1,0,0,1,1,0,0,0
5,134.75,0,0,0,0,1,0,0,0,0
1,55.8,1,0,0,0,0,1,1,1,1
72,8240.85,0,0,1,1,0,0,1,1,0
55,4266.4,0,0,0,1,0,0,0,1,0
40,1077.5,0,0,0,0,1,1,0,1,0
57,1115.6,0,0,1,0,1,0,0,0,0
1,79.05,0,0,0,1,0,1,0,1,1
1,95.0,0,0,0,1,0,1,1,1,1
1,25.2,0,0,0,0,0,0,0,0,1
52,4079.55,1,1,0,0,0,1,0,1,0
41,4187.75,1,0,0,1,0,1,0,1,1
43,2391.15,0,1,0,0,0,0,0,1,0
47,890.5,0,0,1,0,1,0,0,0,0
3,137.25,0,0,0,0,0,0,0,0,0
66,5154.6,1,0,1,0,0,0,1,0,1
55,3119.9,0,0,1,0,0,0,0,1,0
29,529.5,0,1,0,0,1,0,0,0,0
12,966.55,0,0,0,1,0,1,0,1,0
66,6936.85,0,0,0,1,0,1,0,1,0
35,3496.3,1,0,0,1,0,1,0,1,1
10,914.3,1,0,0,1,0,1,0,1,1
27,1929.0,0,0,0,1,0,0,0,1,0
58,5817.7,0,0,0,1,0,1,0,1,0
54,6110.2,0,0,1,1,0,0,1,0,1
9,178.8,0,0,0,0,1,0,0,0,0
2,28.3,0,1,0,0,1,0,0,0,1
6,435.0,0,0,0,1,0,1,0,1,0
26,2351.8,1,0,0,1,0,1,0,1,1
9,186.15,0,0,0,0,1,0,0,0,0
8,445.85,0,0,0,0,0,0,0,1,0
12,912.0,0,0,0,1,0,1,0,1,0
15,679.55,0,0,0,0,0,1,0,1,1
43,3581.6,0,1,0,0,0,1,1,1,0
42,4222.95,0,0,0,1,0,1,0,1,0
31,1994.3,0,0,0,0,0,0,1,0,1
66,5930.05,0,0,1,1,0,0,1,1,0
18,1505.85,1,0,0,1,0,1,0,1,1
1,20.0,0,0,0,0,1,0,0,0,0
61,5638.3,0,0,1,1,0,1,0,1,1
10,797.25,0,0,0,1,0,1,0,0,0
1,71.65,1,0,0,1,0,1,0,1,1
18,1359.45,1,0,0,1,0,1,0,1,0
24,2542.45,0,0,0,1,0,1,0,1,1
3,54.7,0,0,0,0,1,0,0,0,0
50,989.05,0,1,0,0,1,0,0,0,0
1,44.55,0,0,0,0,0,1,0,0,0
2,87.3,0,0,0,0,0,0,1,1,0
17,351.55,0,1,0,0,1,0,0,1,0
69,7297.75,0,0,1,1,0,1,0,1,0
72,6301.7,0,0,1,0,0,0,1,1,0
3,210.3,0,0,0,1,0,1,0,1,1
50,3822.45,1,0,1,0,0,0,1,1,0
53,1048.45,0,0,1,0,1,0,0,0,0
58,6393.65,0,0,1,1,0,0,1,1,0
46,1489.3,0,1,0,0,0,0,1,1,0
72,8061.5,1,0,0,1,0,0,1,1,0
1,74.2,1,0,0,1,0,1,0,1,1
6,518.75,0,0,0,1,0,0,0,1,0
72,5763.15,0,0,1,0,0,0,1,0,0
4,238.5,0,0,0,0,0,0,0,1,0
52,1031.7,0,0,1,0,1,0,0,0,0
0,0.0,0,0,1,0,1,0,0,0,0
2,34.8,0,1,0,0,1,0,0,0,0
65,1319.95,0,0,1,0,1,0,0,0,0
43,4388.4,1,0,0,1,0,1,0,1,1
4,420.2,0,0,0,1,0,1,0,1,1
25,2177.45,1,1,0,1,0,1,1,1,1
51,3950.85,0,1,0,0,0,0,0,1,0
12,827.05,0,0,0,0,0,0,0,0,0
57,3913.3,0,1,0,0,0,0,1,1,1
24,533.5,0,1,0,0,1,0,0,0,0
64,3756.45,0,1,0,0,0,0,0,0,0
4,443.9,0,1,0,1,0,1,0,1,1
26,2599.95,0,0,0,1,0,0,0,1,0
15,284.3,0,0,0,0,1,0,0,0,0
64,1740.8,1,0,1,0,1,0,0,0,0
36,3436.1,1,0,0,1,0,1,0,1,1
27,2462.55,0,0,0,1,0,0,0,0,0
1,70.85,1,0,0,1,0,0,0,0,1
35,3110.1,0,1,0,0,0,0,1,1,1
4,280.85,0,0,0,1,0,1,0,1,1
8,411.75,0,0,0,0,0,1,0,1,0
10,198.6,0,0,0,0,1,0,0,1,0
2,103.7,0,0,0,0,0,0,0,0,0
58,6144.55,0,0,1,1,0,0,1,1,1
51,4089.45,0,0,1,0,0,0,1,1,0
46,864.2,0,0,1,0,1,0,0,1,0
1,19.65,0,0,0,0,1,0,0,1,0
46,3249.4,0,0,0,1,0,0,0,0,0
50,5405.8,0,0,0,1,0,0,1,1,0
53,3363.8,0,0,0,0,0,0,0,0,0
61,7132.15,0,0,0,1,0,1,0,1,0
5,93.55,0,0,0,0,1,0,0,0,0
47,4138.9,0,1,0,0,0,0,1,1,0
54,5121.75,0,1,0,1,0,0,0,1,0
19,566.1,0,0,0,0,0,0,0,1,0
26,2715.3,0,0,1,1,0,1,0,1,0
70,1782.05,0,0,1,0,1,0,0,0,0
17,1742.5,0,0,0,1,0,1,0,1,0
30,2983.8,0,0,0,1,0,1,0,1,1
1,24.0,0,0,0,0,1,0,0,0,0
19,485.9,0,0,1,0,1,0,0,0,0
26,1905.7,0,0,1,0,0,0,0,1,0
21,1565.7,0,0,0,1,0,0,0,1,1
50,4858.7,0,1,0,1,0,1,0,1,0
68,3723.65,0,1,0,0,0,1,1,1,0
3,298.35,0,0,0,1,0,0,0,1,1
9,970.45,0,0,0,1,0,1,0,0,0
51,1782.0,0,0,1,0,0,0,1,0,0
9,405.7,0,0,0,0,0,1,0,1,0
41,4534.9,1,1,0,1,0,1,0,1,1
22,2415.95,0,0,0,1,0,1,0,1,0
21,1157.05,0,1,0,0,0,1,1,1,1
71,8297.5,0,0,1,1,0,0,1,1,0
1,45.75,0,0,0,0,0,1,0,0,1
26,2083.1,0,1,0,0,0,0,0,1,0
71,4681.75,0,0,1,0,0,0,1,0,0
4,176.2,0,0,0,0,0,0,0,1,0
12,1001.2,0,0,0,1,0,1,1,1,0
18,1594.75,0,0,0,1,0,1,0,1,0
3,212.4,0,0,0,1,0,1,0,1,0
72,7677.4,1,1,0,1,0,0,1,1,0
11,815.5,0,0,0,1,0,1,0,0,1
1,80.15,0,0,0,1,0,0,0,0,1
13,259.65,0,1,0,0,1,0,0,0,0
72,8109.8,0,1,0,1,0,1,0,1,1
42,2386.85,0,1,0,0,0,0,1,0,0
17,340.35,0,0,0,0,1,0,0,0,0
7,419.35,1,0,0,0,0,0,0,1,0
68,7990.05,0,0,1,1,0,0,1,0,0
56,1402.25,0,0,1,0,1,0,0,0,0
38,749.35,0,1,0,0,1,0,0,0,0
72,8425.15,0,0,1,1,0,1,1,1,0
48,1171.5,0,1,0,0,1,0,0,0,0
52,5647.95,1,0,0,1,0,1,1,1,0
35,708.8,0,1,0,0,1,0,0,0,0
67,7567.2,0,0,1,1,0,0,0,1,0
1,29.9,0,0,0,0,0,0,1,0,0
53,4348.1,0,0,0,1,0,0,0,1,0
34,635.9,0,0,0,0,1,0,0,0,0
3,108.95,0,0,0,0,0,0,0,0,1
1,78.8,0,0,0,1,0,1,0,0,1
19,1682.4,0,0,0,1,0,0,0,0,0
60,6925.9,1,0,1,1,0,0,1,1,0
11,223.15,0,0,1,0,1,0,0,0,0
47,5127.95,0,0,0,1,0,1,0,1,1
18,874.8,0,0,0,0,0,1,1,0,1
60,6758.45,0,0,1,1,0,0,1,0,0
72,1874.3,0,0,1,0,1,0,0,0,0
39,791.15,0,1,0,0,1,0,0,0,0
59,4639.45,0,1,0,1,0,0,1,1,0
2,143.9,0,0,0,1,0,0,0,0,0
1,69.1,1,0,0,1,0,1,0,0,1
20,1776.55,0,0,0,1,0,1,0,1,1
6,536.4,0,0,0,1,0,0,0,1,1
71,6172.0,0,0,1,1,0,0,0,1,0
24,1559.45,0,0,0,0,0,0,1,0,0
67,6079.0,1,0,0,1,0,0,0,1,0
1,80.85,0,0,0,1,0,0,0,1,1
48,4029.95,0,1,0,1,0,0,0,1,1
37,2658.4,0,1,0,0,0,0,0,0,0
11,383.55,0,0,0,0,0,0,0,0,0
3,51.15,0,0,0,0,1,0,0,1,1
18,1745.5,0,0,0,1,0,0,0,1,0
50,2230.85,0,1,0,0,0,0,0,1,0
67,7281.6,0,1,0,1,0,1,1,1,0
25,1837.7,0,0,0,0,0,0,1,1,0
2,149.55,1,0,0,1,0,1,0,1,1
9,180.7,0,0,0,0,1,0,0,0,0
10,411.45,0,1,0,0,0,0,1,0,0
70,1328.35,0,0,1,0,1,0,0,0,0
9,576.95,0,0,0,0,0,0,1,1,0
4,68.45,0,0,0,0,1,0,0,1,0
2,123.05,0,0,0,0,0,0,1,0,0
1,78.65,0,0,0,1,0,1,0,0,1
19,468.35,0,0,0,0,0,0,0,1,0
7,174.7,0,0,0,0,1,0,0,1,0
1,42.9,0,0,0,0,0,1,0,1,1
1,44.0,1,0,0,0,0,1,0,0,0
9,172.35,0,1,0,0,1,0,0,0,0
3,139.35,0,0,0,0,0,0,1,0,1
9,539.85,0,0,0,0,0,0,1,0,1
5,300.4,0,0,0,0,0,0,1,0,0
56,4968.0,0,1,0,1,0,0,0,0,0
18,992.7,0,0,0,0,0,0,1,0,0
49,4718.25,1,0,0,1,0,1,0,1,1
70,5536.5,0,0,1,0,0,0,1,0,0
72,7806.6,0,0,1,1,0,0,0,1,0
6,434.1,1,0,0,1,0,1,0,0,1
17,1563.9,1,0,0,1,0,1,0,1,0
29,1332.4,0,0,0,0,0,1,0,1,0
6,545.2,0,0,0,1,0,1,0,1,1
63,6296.75,0,0,1,1,0,1,0,0,0
16,1284.2,0,0,0,1,0,0,0,1,1
59,3645.5,0,1,0,0,0,0,0,1,0
3,161.45,0,0,0,0,0,1,0,0,0
8,226.95,0,0,0,0,0,0,0,1,0
7,646.85,1,0,0,1,0,1,0,1,1
68,1441.65,0,0,1,0,1,0,0,0,0
68,7511.3,0,0,1,1,0,0,1,0,0
52,5621.85,1,1,0,1,0,1,0,1,0
72,7919.8,0,0,1,1,0,0,1,1,0
32,593.2,0,1,0,0,1,0,0,0,0
72,1423.65,0,0,1,0,1,0,0,0,0
1,69.95,0,0,0,1,0,0,0,1,0
42,2763.35,0,1,0,0,0,0,1,0,0
25,692.1,0,0,1,0,1,0,0,0,1
45,2298.55,0,0,0,0,0,0,1,1,0
43,2640.55,0,1,0,0,0,0,1,1,0
37,2911.8,0,1,0,0,0,0,1,0,0
20,1727.5,1,0,0,1,0,0,0,1,1
4,86.6,0,0,0,0,0,1,0,1,1
63,6705.7,0,0,1,1,0,0,1,1,0
3,237.65,0,0,0,1,0,0,0,0,0
66,1672.35,0,0,1,0,1,0,0,1,0
28,2979.5,0,0,0,1,0,1,0,1,1
8,695.75,1,0,0,1,0,1,0,0,0
71,1654.6,0,0,1,0,1,0,0,0,0
1,24.25,0,0,0,0,0,1,0,1,1
72,1857.85,0,0,1,0,1,0,0,0,0
16,825.1,1,0,0,0,0,0,1,1,0
66,6424.25,0,0,1,1,0,0,1,0,0
11,837.95,0,0,0,1,0,1,0,1,1
51,4126.2,0,1,0,0,0,0,1,1,0
8,330.8,0,0,0,0,0,1,1,1,0
14,1337.45,0,0,0,1,0,1,0,1,0
4,362.2,0,0,0,1,0,1,0,1,1
70,5991.05,0,0,1,0,0,0,1,0,0
70,4891.5,0,0,1,0,0,1,1,0,0
54,5373.1,1,1,0,1,0,0,0,1,1
28,2068.55,0,0,0,1,0,0,1,1,1
24,487.05,0,0,1,0,1,0,0,0,0
69,4131.2,0,0,1,0,0,0,0,1,0
42,2301.15,0,0,0,0,0,0,1,0,0
2,131.65,1,0,0,1,0,1,0,1,1
39,4036.0,1,0,0,1,0,1,0,1,0
45,4900.65,0,0,1,1,0,0,0,1,0
72,5727.45,0,0,1,0,0,0,1,1,0
38,743.05,0,0,1,0,1,0,0,0,0
72,4804.65,0,0,1,0,0,0,1,1,0
1,24.05,0,0,0,0,1,0,0,1,1
72,1414.65,0,0,1,0,1,0,0,1,0
55,1443.65,0,0,1,0,1,0,0,0,0
51,2898.95,0,1,0,0,0,1,0,1,0
63,5309.5,0,0,1,0,0,0,1,1,0
1,20.4,0,0,0,0,1,0,0,0,0
23,451.55,0,0,1,0,1,0,0,1,0
1,50.55,0,0,0,0,0,1,0,0,1
2,117.05,0,0,0,0,0,0,0,1,0
52,5839.3,1,0,0,1,0,0,1,0,0
36,1893.5,0,1,0,0,0,0,1,0,0
1,45.35,0,0,0,0,0,0,0,0,0
28,1654.45,0,1,0,0,0,0,1,0,0
7,477.05,0,1,0,0,0,1,1,0,0
14,1415.55,0,0,0,1,0,1,0,1,1
72,4546.0,1,0,1,0,0,0,1,1,0
1,20.5,0,0,0,0,1,0,0,1,1
10,163.2,0,0,0,0,1,0,0,0,0
42,849.9,0,1,0,0,1,0,0,0,0
7,189.95,0,0,0,0,0,0,0,0,0
4,321.9,0,0,0,1,0,0,0,1,1
72,8058.55,0,0,1,1,0,0,1,1,0
20,482.8,0,0,0,0,0,1,0,1,1
63,7049.75,0,0,1,1,0,0,1,0,0
56,2560.1,0,0,1,0,0,0,1,0,0
5,286.8,0,0,0,0,0,0,0,1,0
72,7982.5,0,0,1,1,0,0,0,1,0
68,5683.6,1,0,0,1,0,1,0,1,0
67,3994.05,0,1,0,0,0,0,1,0,0
8,369.15,0,0,0,0,0,0,0,0,0
